,Name,Position,Appearances,Clean sheets,Goals Conceded,Tackles,Tackle success %,Last man tackles,Blocked shots,Interceptions,Clearances,Headed Clearance,Clearances off line,Recoveries,Duels won,Duels lost,Successful 50/50s,Aerial battles won,Aerial battles lost,Own goals,Errors leading to goal,Assists,Passes,Passes per match,Big Chances Created,Crosses,Cross accuracy %,Through balls,Accurate long balls,Yellow cards,Red cards,Fouls,Offsides,Goals,Headed goals,Goals with right foot,Goals with left foot,Hit woodwork,Goals per match,Penalties scored,Freekicks scored,Shots,Shots on target,Shooting accuracy %,Big chances missed,Saves,Penalties Saved,Punches,High Claims,Catches,Sweeper clearances,Throw outs,Goal Kicks
506,Jean-Philippe Mateta ,Forward,7,,,1,,,1,0,2,1,,,,,,,,,,0,47,6.71,0,1,,,,0,0,3,5,1,0,1,0,0,0.14,0,0,4,2,50%,0,,,,,,,,
507,Matheus Pereira ,Forward,33,,,26,,,14,29,14,8,,,,,,,,,,6,940,28.48,11,145,,,,2,1,34,13,11,0,0,11,3,0.33,4,1,65,28,43%,2,,,,,,,,
508,Nemanja Matic ,Midfielder,20,,,25,44%,,2,22,9,5,,116,67,54,17,19,10,,0,0,"1,016",50.80,2,4,25%,1,53,2,0,14,0,0,0,0,0,0,0.00,0,0,6,3,50%,0,,,,,,,,
509,Joel Matip ,Defender,10,3,5,14,64%,1,1,7,22,14,0,43,41,23,0,23,11,0,0,2,546,54.60,3,0,0%,1,14,2,0,11,0,1,1,0,0,0,,,,,,,,,,,,,,,
510,Matthew Longstaff ,Midfielder,5,,,3,67%,,0,7,2,2,,24,15,14,2,5,4,,0,0,139,27.80,0,4,50%,0,3,0,0,3,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
511,Matthew Smith ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
512,Neal Maupay ,Forward,33,,,20,,,22,13,6,2,,,,,,,,,,2,650,19.70,6,11,,,,1,1,27,12,8,0,7,1,0,0.24,3,0,71,26,37%,11,,,,,,,,
513,Alfie Mawson ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
514,Luke Mbete ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
515,James McArthur ,Midfielder,18,,,57,56%,,2,23,28,11,,114,106,84,14,21,13,,0,2,772,42.89,2,10,20%,0,35,3,0,32,0,0,0,0,0,0,0.00,0,0,6,0,0%,0,,,,,,,,
516,Oliver McBurnie ,Forward,23,,,15,,,6,6,29,27,,,,,,,,,,0,440,19.13,1,4,,,,2,0,24,4,1,1,0,0,1,0.04,0,0,30,13,43%,8,,,,,,,,
517,Alfie McCalmont ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
518,Liam McCarron ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
519,James McCarthy ,Midfielder,16,,,16,75%,,1,8,11,3,,58,31,27,2,9,6,,0,0,331,20.69,0,11,45%,0,24,1,0,6,0,0,0,0,0,0,0.00,0,0,1,0,0%,0,,,,,,,,
520,Luke McCormick ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
521,Kevin McDonald ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
522,George McEachran ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
523,Thomas McGill ,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
524,John McGinn ,Midfielder,37,,,61,61%,,11,43,23,4,,234,211,205,52,22,48,,0,5,"1,367",36.95,6,52,21%,6,122,12,0,43,1,3,0,0,3,1,0.08,0,0,45,11,24%,2,,,,,,,,
525,David McGoldrick ,Forward,35,,,33,,,20,2,23,16,,,,,,,,,,1,909,25.97,1,21,,,,7,0,45,17,8,2,4,2,1,0.23,0,0,71,24,34%,6,,,,,,,,
526,Mark McGuinness ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
527,Dwight McNeil ,Midfielder,36,,,47,,,7,32,18,9,,,,,,,,,,5,"1,106",30.72,8,242,,,,1,0,11,2,2,0,0,2,1,0.06,0,0,26,9,35%,0,,,,,,,,
528,Scott McTominay ,Midfielder,32,,,51,47%,,11,29,43,29,,154,167,116,26,49,31,,0,1,"1,298",40.56,3,12,17%,0,68,3,0,47,1,4,1,2,1,0,0.13,0,0,26,8,31%,1,,,,,,,,
529,Zech Medley ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
530,Ben Mee ,Defender,30,9,41,32,47%,0,1,43,148,81,1,170,163,99,4,110,66,0,1,0,"1,122",37.40,2,0,0%,0,110,3,0,15,1,2,2,0,0,1,,,,,,,,,,,,,,,
531,Hannibal Mejbri ,Midfielder,1,,,0,0%,,0,0,0,0,,0,2,2,1,0,0,,0,0,3,3.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
532,D'Mani Mellor ,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
533,Édouard Mendy ,Goalkeeper,31,16,25,,,,,,,,,,,,,,,0,1,0,899,29.00,,,,,109,2,0,1,,0,,,,,,,,,,,,57,1,2,15,4,9,126,179
534,Teden Mengi ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
535,Illan Meslier ,Goalkeeper,35,11,52,,,,,,,,,,,,,,,1,2,0,"1,080",30.86,,,,,167,0,0,1,,0,,,,,,,,,,,,140,1,24,22,4,11,286,267
536,Max Meyer ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
537,Kamil Miazek ,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
538,Luka Milivojevic ,Midfielder,31,,,65,52%,,6,35,46,22,,157,139,116,8,33,20,,1,1,"1,294",41.74,3,38,37%,2,75,8,1,38,0,1,0,1,0,0,0.03,1,0,19,7,37%,1,,,,,,,,
539,Liam Millar ,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
540,James Milner ,Midfielder,26,,,26,73%,,4,14,14,7,,74,67,75,6,24,17,,0,1,857,32.96,1,34,29%,1,29,3,0,19,0,0,0,0,0,0,0.00,0,0,12,3,25%,0,,,,,,,,
541,Yerry Mina ,Defender,24,5,22,21,67%,1,2,24,108,61,0,93,98,59,1,66,32,0,1,0,"1,257",52.38,0,0,0%,0,53,2,0,22,0,2,2,0,0,0,,,,,,,,,,,,,,,
542,Takumi Minamino ,Forward,19,,,11,,,8,6,12,1,,,,,,,,,,0,387,20.37,1,12,,,,1,0,11,2,3,0,2,1,0,0.16,0,0,20,8,40%,3,,,,,,,,
543,Tyrone Mings ,Defender,36,14,42,32,50%,1,4,41,170,85,1,209,146,70,6,91,35,1,1,2,"1,679",46.64,0,5,20%,0,132,4,1,21,3,2,1,0,1,0,,,,,,,,,,,,,,,
544,Tyrick Mitchell ,Defender,19,4,32,64,55%,1,0,21,46,12,0,95,97,58,11,11,15,0,0,1,599,31.53,0,27,19%,0,29,1,0,8,0,1,0,0,0,0,,,,,,,,,,,,,,,
545,Aleksandar Mitrovic ,Forward,27,,,7,,,12,3,7,6,,,,,,,,,,3,378,14.00,4,4,,,,3,0,22,3,3,1,1,1,1,0.11,1,0,59,20,34%,4,,,,,,,,
546,Mix Diskerud ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
547,Henrikh Mkhitaryan ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
548,Jakub Moder ,Midfielder,12,,,15,47%,,5,3,7,3,,35,34,55,9,7,12,,0,0,263,21.92,0,11,9%,0,5,0,0,12,2,0,0,0,0,0,0.00,0,0,13,3,23%,1,,,,,,,,
549,Mohamed Elneny ,Midfielder,23,,,14,43%,,2,24,20,7,,92,35,62,4,8,24,,0,0,"1,010",43.91,0,2,0%,0,37,3,0,10,0,1,0,1,0,1,0.04,0,0,9,3,33%,0,,,,,,,,
550,Mohamed Salah ,Forward,37,,,18,,,36,1,10,5,,,,,,,,,,5,"1,263",34.14,12,29,,,,0,0,22,13,22,2,1,19,1,0.59,6,0,126,52,41%,19,,,,,,,,
551,Moisés Caicedo ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
552,Jayson Molumby ,Midfielder,1,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,1,1.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
553,Martín Montoya ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
554,Simon Moore ,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
555,Aaron Mooy ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
556,Pablo Moreno ,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
557,Wes Morgan ,Defender,3,0,0,0,0%,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,5,1.67,0,0,0%,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
558,Victor Moses ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
559,Mason Mount ,Midfielder,36,,,75,47%,,23,31,12,5,,157,183,209,43,21,38,,0,5,"1,702",47.28,13,170,35%,3,58,2,0,50,4,6,0,4,2,3,0.17,1,0,82,27,33%,3,,,,,,,,
560,Lys Mousset ,Forward,11,,,1,,,0,0,1,0,,,,,,,,,,0,44,4.00,1,1,,,,0,0,7,4,0,0,0,0,0,0.00,0,0,4,2,50%,1,,,,,,,,
561,Joel Mumbongo ,Forward,4,,,0,,,0,0,0,0,,,,,,,,,,0,5,1.25,0,0,,,,1,0,1,1,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
562,Arijanet Muric ,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
563,Jacob Murphy ,Midfielder,26,,,39,62%,,11,14,24,10,,99,106,115,39,6,21,,0,3,458,17.62,7,59,25%,0,22,3,0,23,2,2,0,2,0,1,0.08,0,1,30,9,30%,1,,,,,,,,
564,Glenn Murray ,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
565,Admiral Muskwe ,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
566,Shkodran Mustafi ,Defender,3,0,1,1,100%,0,0,0,3,3,0,3,4,1,0,3,0,0,0,0,49,16.33,0,0,0%,0,2,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,
567,Yoshinori Muto ,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
568,Daniel N'Lundulu ,Forward,13,,,0,,,0,0,2,1,,,,,,,,,,0,29,2.23,0,0,,,,0,0,6,1,0,0,0,0,0,0.00,0,0,1,0,0%,0,,,,,,,,
569,Marvelous Nakamba ,Midfielder,13,,,22,64%,,0,17,8,3,,58,42,23,4,6,8,,1,0,285,21.92,0,1,0%,0,8,3,0,8,0,0,0,0,0,0,0.00,0,0,2,1,50%,0,,,,,,,,
570,Richard Nartey ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
571,Iliman Ndiaye ,Midfielder,1,,,1,100%,,0,0,0,0,,1,1,0,0,0,0,,0,0,3,3.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
572,Wilfred Ndidi ,Midfielder,26,,,96,66%,,3,61,52,33,,227,184,149,16,57,36,,0,4,"1,432",55.08,3,5,0%,1,53,6,0,54,0,1,0,0,1,0,0.04,0,0,16,1,6%,0,,,,,,,,
573,Tanguy Ndombele ,Midfielder,33,,,41,49%,,8,19,11,4,,122,186,127,74,10,18,,0,2,"1,172",35.52,5,7,29%,8,21,3,0,26,0,3,0,2,1,0,0.09,0,0,18,7,39%,1,,,,,,,,
574,Neco Williams ,Defender,6,0,1,6,83%,0,1,6,4,2,0,16,19,17,5,3,5,0,0,0,157,26.17,0,24,4%,0,3,1,0,3,0,0,0,0,0,0,,,,,,,,,,,,,,,
575,Reiss Nelson ,Forward,2,,,1,,,0,1,1,0,,,,,,,,,,0,17,8.50,0,11,,,,0,0,2,0,0,0,0,0,0,0.00,0,0,1,0,0%,0,,,,,,,,
576,Nélson Semedo ,Defender,34,8,45,85,56%,1,6,41,70,43,0,179,223,182,62,41,45,1,1,1,"1,567",46.09,0,75,23%,1,54,5,0,41,2,1,0,1,0,0,,,,,,,,,,,,,,,
577,Eddie Nketiah ,Forward,17,,,3,,,4,0,5,3,,,,,,,,,,1,91,5.35,1,2,,,,0,0,10,0,2,0,2,0,0,0.12,0,0,12,5,42%,0,,,,,,,,
578,Niels Nkounkou ,Defender,2,0,1,4,75%,0,0,0,4,2,0,3,6,9,2,0,0,0,0,0,28,14.00,0,4,25%,0,1,1,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,
579,Felix Nmecha ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
580,Mark Noble ,Midfielder,21,,,8,50%,,0,13,3,2,,52,21,27,2,3,2,,0,0,430,20.48,0,7,43%,0,28,1,0,9,1,0,0,0,0,0,0.00,0,0,1,0,0%,0,,,,,,,,
581,Magnus Norman ,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
582,Rhys Norrington-Davies ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
583,Will Norris ,Goalkeeper,2,0,4,,,,,,,,,,,,,,,0,0,0,56,28.00,,,,,21,0,0,0,,0,,,,,,,,,,,,2,0,1,2,0,0,1,18
584,Oliver Norwood ,Midfielder,32,,,49,45%,,3,36,49,26,,182,74,103,2,16,17,,0,0,"1,405",43.91,2,114,28%,1,113,6,0,26,0,0,0,0,0,0,0.00,0,0,11,1,9%,0,,,,,,,,
585,Ørjan Nyland ,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
586,Jack O'Connell ,Defender,2,0,3,3,33%,0,0,2,7,4,0,8,8,12,0,5,10,0,0,0,77,38.50,0,1,0%,0,4,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,
587,Warren O'Hora ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
588,Matt O'Riley ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
589,Dara O'Shea ,Defender,28,3,51,45,56%,0,1,45,97,54,0,101,137,87,5,72,42,0,0,0,810,28.93,0,11,9%,0,89,3,0,13,0,0,0,0,0,0,,,,,,,,,,,,,,,
590,Michael Obafemi ,Forward,4,,,1,,,0,0,0,0,,,,,,,,,,0,12,3.00,0,1,,,,0,0,1,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
591,Denis Odoi ,Defender,3,0,10,3,100%,0,0,5,5,3,0,19,14,17,1,6,5,0,0,0,168,56.00,0,5,20%,0,7,1,0,7,1,0,0,0,0,0,,,,,,,,,,,,,,,
592,Ademipo Odubeko ,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
593,Angelo Ogbonna ,Defender,28,8,34,26,50%,0,2,30,116,73,0,125,101,87,3,63,47,0,0,0,"1,018",36.36,1,3,33%,0,50,5,0,28,1,3,3,0,0,2,,,,,,,,,,,,,,,
594,Sheyi Ojo ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
595,Jakub Ojrzynski ,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
596,Jubril Okedina ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
597,Arthur Okonkwo ,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
598,James Olayinka ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
599,Robin Olsen ,Goalkeeper,7,2,9,,,,,,,,,,,,,,,0,0,0,176,25.14,,,,,45,1,0,0,,0,,,,,,,,,,,,21,0,1,4,0,0,23,51
600,Akos Onodi ,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
601,Josh Onomah ,Midfielder,11,,,11,73%,,2,2,1,0,,18,17,33,2,4,8,,0,0,170,15.45,0,2,0%,0,4,1,0,12,0,0,0,0,0,0,0.00,0,0,6,1,17%,0,,,,,,,,
602,Tyler Onyango ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
603,Jerome Opoku ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
604,Divock Origi ,Forward,9,,,3,,,0,1,2,2,,,,,,,,,,0,56,6.22,0,3,,,,0,0,0,0,0,0,0,0,1,0.00,0,0,7,2,29%,2,,,,,,,,
605,Ben Osborn ,Midfielder,24,,,33,55%,,4,12,13,7,,95,79,85,19,13,17,,0,0,743,30.96,4,68,25%,2,20,1,0,10,4,1,0,1,0,0,0.04,0,0,9,4,44%,0,,,,,,,,
606,William Osula ,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
607,Nicolás Otamendi ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
608,Owen Otasowie ,Midfielder,6,,,5,100%,,1,3,4,3,,16,22,20,3,8,9,,0,1,59,9.83,0,0,0%,0,0,1,0,3,0,0,0,0,0,0,0.00,0,0,4,0,0%,1,,,,,,,,
609,Alex Oxlade-Chamberlain ,Midfielder,13,,,4,0%,,1,2,0,0,,15,10,19,1,4,3,,0,1,131,10.08,1,8,0%,0,9,0,0,3,0,1,0,0,1,0,0.08,0,0,8,4,50%,0,,,,,,,,
610,Daniel Oyegoke ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
611,Mesut Özil ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
612,Pablo Hernández ,Midfielder,16,,,5,60%,,6,0,0,0,,35,21,15,10,0,2,,0,2,378,23.63,1,13,0%,1,24,1,0,1,0,0,0,0,0,1,0.00,0,0,15,3,20%,1,,,,,,,,
613,Cole Palmer ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
614,Erik Palmer-Brown ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
615,Sokratis Papastathopoulos ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
616,Troy Parrott ,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
617,Thomas Partey ,Midfielder,24,,,44,48%,,7,23,15,6,,140,112,83,28,23,18,,0,2,"1,140",47.50,2,6,0%,2,65,5,0,18,0,0,0,0,0,1,0.00,0,0,26,4,15%,1,,,,,,,,
618,Mario Pasalic ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
619,Bailey Peacock-Farrell ,Goalkeeper,4,0,14,,,,,,,,,,,,,,,0,0,0,106,26.50,,,,,43,0,0,0,,0,,,,,,,,,,,,10,0,1,0,0,2,6,29
620,Myles Peart-Harris ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
621,Pedro ,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
622,Pedro Neto ,Forward,31,,,16,,,19,31,5,5,,,,,,,,,,6,"1,019",32.87,9,205,,,,4,0,24,4,5,0,1,4,1,0.16,0,0,61,21,34%,4,,,,,,,,
623,Facundo Pellistri ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
624,Lee Peltier ,Defender,4,0,8,9,44%,0,0,1,11,7,0,16,13,4,1,3,0,0,0,0,65,16.25,0,3,67%,0,1,1,0,4,0,0,0,0,0,0,,,,,,,,,,,,,,,
625,Nicolas Pépé ,Forward,29,,,20,,,9,12,12,9,,,,,,,,,,1,629,21.69,1,57,,,,1,1,11,4,10,0,3,7,3,0.34,1,0,48,21,44%,3,,,,,,,,
626,Pepe Reina ,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
627,Ayoze Pérez ,Forward,25,,,32,,,13,10,7,2,,,,,,,,,,1,470,18.80,0,21,,,,2,0,31,7,2,0,2,0,2,0.08,0,0,31,13,42%,4,,,,,,,,
628,Taylor Perry ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
629,Kalvin Phillips ,Midfielder,29,,,74,51%,,2,45,49,26,,214,155,144,20,30,34,,1,2,"1,404",48.41,5,77,38%,2,136,10,0,46,0,1,0,1,0,0,0.03,0,1,15,5,33%,0,,,,,,,,
630,Jaden Philogene-Bidace ,Midfielder,1,,,0,0%,,0,0,0,0,,1,0,0,0,0,0,,0,0,4,4.00,0,0,0%,0,0,0,0,0,1,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
631,Jordan Pickford ,Goalkeeper,31,10,39,,,,,,,,,,,,,,,0,2,0,998,32.19,,,,,263,1,0,1,,0,,,,,,,,,,,,90,0,23,13,2,10,151,198
632,Brandon Pierrick ,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
